bodyId,type,class,instance,rootSide,somaSide,nt_consensus_nt
137786,LHPV4d4,,LHPV4d4_L,,L,glutamate
137788,ORN_VA2,olfactory,ORN_VA2_R,R,,acetylcholine
137802,LHPD3a5,,LHPD3a5_L,,L,glutamate
137847,ORN_VC1,olfactory,ORN_VC1_L,L,,acetylcholine
137936,FB6S,CX,FB6S_R,,R,glutamate
137949,vDeltaD,CX,vDeltaD_C1,,L,acetylcholine
137984,ORN_DC2,olfactory,ORN_DC2_L,L,,acetylcholine
137990,FC2B,CX,FC2B_C3_L,,L,acetylcholine
138009,LHAV6c1,,LHAV6c1_L,,L,glutamate
138011,FS1A_a,CX,FS1A_a_C2_L,,L,acetylcholine
138085,ORN_VA7l,olfactory,ORN_VA7l_L,L,,acetylcholine
138101,ORN_DP1m,olfactory,ORN_DP1m_R,R,,acetylcholine
138121,FC1A,CX,FC1A_C2_R,,R,acetylcholine
138167,vDeltaB,CX,vDeltaB_C0,,R,acetylcholine
138213,ORN_VM7d,olfactory,ORN_VM7d_R,R,,acetylcholine
138215,ORN_VA7l,olfactory,ORN_VA7l_L,L,,acetylcholine
138220,FR2,CX,FR2_C1_R,,R,acetylcholine
138380,LAL090,,LAL090_R,,R,glutamate
138423,ORN_VA2,olfactory,ORN_VA2_L,L,,acetylcholine
138592,FS1B_a,CX,FS1B_a_C6_L,,L,acetylcholine
138739,LAL006,,LAL006_L,,L,acetylcholine
138780,LHAV7b1,,LHAV7b1_L,,L,acetylcholine
138785,PFNp_e,CX,PFNp_e,,R,acetylcholine
138786,ORN_VL2a,olfactory,ORN_VL2a_L,L,,acetylcholine
138865,CB2711,ALPN,CB2711_R,,R,gaba
139002,LHAV5a2_b,,LHAV5a2_b_L,,L,acetylcholine
139148,,ALLN,66289_L,,L,gaba
139337,ORN_VM7v,olfactory,ORN_VM7v_R,R,,acetylcholine
139347,LHAV7a1_b,,LHAV7a1_b_R,,R,glutamate
139352,ORN_DL5,olfactory,ORN_DL5_R,R,,acetylcholine
139382,FB4A_a,CX,FB4A_a_L,,L,glutamate
139472,ORN_DL2d,olfactory,ORN_DL2d_R,R,,acetylcholine
139590,FB8F_b,CX,FB8F_b_L,,L,glutamate
139612,PFNp_b,CX,PFNp_b,,R,acetylcholine
139657,vDeltaG,CX,vDeltaG_C0,,R,acetylcholine
139763,FC2C,CX,FC2C_C2_R,,R,acetylcholine
139814,VM6_lvPN,ALPN,VM6_lvPN_L,,L,acetylcholine
139866,vDeltaC,CX,vDeltaC_C5,,R,acetylcholine
139877,ORN_DP1l,olfactory,ORN_DP1l_R,R,,acetylcholine
139899,ORN_VA6,olfactory,ORN_VA6_R,R,,acetylcholine
139925,FS1A_a,CX,FS1A_a_C7_L,,L,acetylcholine
139937,ORN_DL2v,olfactory,ORN_DL2v_R,R,,acetylcholine
139961,LAL032,,LAL032_R,,R,acetylcholine
140055,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
140108,CB2703,ALPN,CB2703_R,,R,gaba
140134,vDeltaI_a,CX,vDeltaI_a_C7,,L,acetylcholine
140278,LHPV4b5,,LHPV4b5_L,,L,glutamate
140308,PFNp_b,CX,PFNp_b,,R,acetylcholine
140347,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
140436,vDeltaA_b,CX,vDeltaA_b_C1,,L,acetylcholine
140474,v2LN50,ALLN,v2LN50_L,,L,glutamate
140558,FB4E_b,CX,FB4E_b_L,,L,glutamate
140609,PFNp_c,CX,PFNp_c,,L,acetylcholine
140688,PFNp_e,CX,PFNp_e,,R,acetylcholine
140727,SA3,CX,SA3_bilateral_R,,R,glutamate
140755,ORN_VL1,olfactory,ORN_VL1_R,R,,acetylcholine
140776,M_vPNml84,ALPN,M_vPNml84_L,,L,gaba
140787,FC2B,CX,FC2B_C1_L,,L,acetylcholine
140794,FC2C,CX,FC2C_C3_R,,R,acetylcholine
140820,FB2F_d,CX,FB2F_d_R,,R,glutamate
140831,PFNp_a,CX,PFNp_a,,L,acetylcholine
140877,vDeltaE,CX,vDeltaE_C5,,L,acetylcholine
140899,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
140946,ORN_DC1,olfactory,ORN_DC1_R,R,,acetylcholine
141044,vDeltaA_a,CX,vDeltaA_a(AB)_C0,,R,acetylcholine
141105,LHAV7a1,,LHAV7a1_L,,L,glutamate
141107,LHPV5c1,,LHPV5c1_R,,R,acetylcholine
141116,LHPV5g1_a,,LHPV5g1_a_L,,L,acetylcholine
141122,ORN_VC1,olfactory,ORN_VC1_L,L,,acetylcholine
141161,FB4Z_c,CX,FB4Z_c_R,,R,glutamate
141295,PFNm_b,CX,PFNm_b_R3_C8,,R,acetylcholine
141308,ORN_VA2,olfactory,ORN_VA2_R,R,,acetylcholine
141372,ORN_DM1,olfactory,ORN_DM1_R,R,,acetylcholine
141430,FC2C,CX,FC2C_C3_R,,R,acetylcholine
141464,LHAV5a2_a1,,LHAV5a2_a1_R,,R,acetylcholine
141499,vDeltaD,CX,vDeltaD_C5,,R,acetylcholine
141578,LHPV5b3,,LHPV5b3_L,,L,acetylcholine
141661,ORN_VA2,olfactory,ORN_VA2_L,L,,acetylcholine
141823,LHAV7a5,,LHAV7a5_L,,L,glutamate
141870,LAL096,,LAL096(LAL097)_L,,L,glutamate
141877,LHAV7a1,,LHAV7a1_L,,L,glutamate
141939,vDeltaE,CX,vDeltaE_C7,,L,acetylcholine
141991,ORN_VM7d,olfactory,ORN_VM7d_L,L,,acetylcholine
142052,M_VPNml66,ALPN,M_VPNml66_R,,R,gaba
142147,LHPV5b6,,LHPV5b6_L,,L,acetylcholine
142155,FS4A,CX,FS4A_C9_L,,L,acetylcholine
142187,ORN_VC5,olfactory,ORN_VC5_R,R,,acetylcholine
142188,ORN_DC3,olfactory,ORN_DC3_R,R,,acetylcholine
142330,ORN_DL5,olfactory,ORN_DL5_R,R,,acetylcholine
142344,LHPD3a4_b,,LHPD3a4_b_L,,L,glutamate
142379,ORN_VC5,olfactory,ORN_VC5_R,R,,acetylcholine
142427,vDeltaA_a,CX,vDeltaA_a(AB)_C0,,R,acetylcholine
142440,ORN_VC1,olfactory,ORN_VC1_L,L,,acetylcholine
142590,LHAD1d2,,LHAD1d2_L,,L,acetylcholine
142689,hDeltaI,CX,hDeltaI_11_C9,,L,acetylcholine
142705,LAL060_b,,LAL060_b_L,,L,gaba
142731,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
142802,LAL035,,LAL035_L,,L,acetylcholine
142805,vDeltaB,CX,vDeltaB_C4,,R,acetylcholine
142911,vDeltaE,CX,vDeltaE_C5,,R,acetylcholine
142915,LAL090,,LAL090_L,,L,glutamate
142951,ORN_DA1,olfactory,ORN_DA1_L,L,,acetylcholine
142962,ORN_VA2,olfactory,ORN_VA2_L,L,,acetylcholine
143023,FB8F_b,CX,FB8F_b_R,,R,glutamate
143077,ORN_VM7v,olfactory,ORN_VM7v_L,L,,acetylcholine
143106,vDeltaB,CX,vDeltaB_C4,,L,acetylcholine
143172,LAL094,,LAL094_R,,R,glutamate
143371,vDeltaB,CX,vDeltaB_C4,,L,acetylcholine
143387,vDeltaI_b,CX,vDeltaI_b_C7,,R,acetylcholine
143391,ORN_DC2,olfactory,ORN_DC2_L,L,,acetylcholine
143472,ORN_VA1v,olfactory,ORN_VA1v_L,L,,acetylcholine
143586,vDeltaC,CX,vDeltaC_C1,,L,acetylcholine
143631,M_vPNml83,ALPN,M_vPNml83_L,,L,gaba
143752,LHPV4c4,,LHPV4c4_L,,L,glutamate
143764,ORN_DC1,olfactory,ORN_DC1_R,R,,acetylcholine
143780,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
143821,LHPV5b1,,LHPV5b1_L,,L,acetylcholine
143859,LHPV6f1,,LHPV6f1_R,,R,acetylcholine
143937,ORN_VM7v,olfactory,ORN_VM7v_L,L,,acetylcholine
143987,ORN_VA1v,olfactory,ORN_VA1v_unknown,unknown,,acetylcholine
144052,PFNp_a,CX,PFNp_a,,L,acetylcholine
144110,PFNp_a,CX,PFNp_a,,L,acetylcholine
144163,PFNp_e,CX,PFNp_e,,L,acetylcholine
144164,PFNp_b,CX,PFNp_b,,R,acetylcholine
144165,vDeltaA_a,CX,vDeltaA_a(AB)_C2,,L,acetylcholine
144184,ORN_VC5,olfactory,ORN_VC5_R,R,,acetylcholine
144251,PFNp_c,CX,PFNp_c,,R,acetylcholine
144279,CB1824,ALLN,CB1824_R,,R,gaba
144349,LHPV6h1_b,,LHPV6h1_b_L,,L,acetylcholine
144488,FC1C_a,CX,FC1C_a_C2_L,,L,acetylcholine
144497,LHAV5a2_d,,LHAV5a2_d_L,,L,acetylcholine
144524,ORN_VC1,olfactory,ORN_VC1_L,L,,acetylcholine
144553,FB6J,CX,FB6J_L,,L,glutamate
144591,LHPV6h1,,LHPV6h1_L,,L,acetylcholine
144604,FS2,CX,FS2_C6_R,,R,acetylcholine
144697,vDeltaA_a,CX,vDeltaA_a(AB)_C7,,L,acetylcholine
144724,ORN_VM7d,olfactory,ORN_VM7d_L,L,,acetylcholine
144787,LAL096,,LAL096(LAL097)_R,,R,glutamate
144792,ORN_VM7v,olfactory,ORN_VM7v_L,L,,acetylcholine
144851,LHAV7a4,,LHAV7a4_L,,L,glutamate
144865,LHAV5a2_a1,,LHAV5a2_a1_L,,L,acetylcholine
144908,vDeltaB,CX,vDeltaB_C6,,L,acetylcholine
144997,FC1C_a,CX,FC1C_a_C6_L,,L,acetylcholine
145019,ORN_DC3,olfactory,ORN_DC3_R,R,,acetylcholine
145031,FS4C,CX,FS4C_C7_L,,L,acetylcholine
145037,vDeltaK,CX,vDeltaK_C1,,L,acetylcholine
145039,PFNa,CX,PFNa(PB03)_L9_C9,,L,acetylcholine
145063,LHPD4b1,,LHPD4b1_L,,L,glutamate
145091,LHPD4a1,,LHPD4a1_R,,R,glutamate
145123,LHAV5a2_b,,LHAV5a2_b_L,,L,acetylcholine
145155,LHPV6a1,,LHPV6a1_L,,L,acetylcholine
145195,FB5S,CX,FB5S_R,,R,glutamate
145229,FB4Z_b,CX,FB4Z_b_R,,R,glutamate
145234,PFNp_b,CX,PFNp_b,,L,acetylcholine
145253,ORN_VA2,olfactory,ORN_VA2_R,R,,acetylcholine
145367,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
145394,ORN_VA1v,olfactory,ORN_VA1v_unknown,unknown,,acetylcholine
145408,vDeltaM,CX,vDeltaM_C5,,L,acetylcholine
145530,vDeltaI_b,CX,vDeltaI_b_C5,,R,acetylcholine
145547,PFNa,CX,PFNa(PB03)_L6_C5,,L,acetylcholine
145577,SA1_b,CX,SA1_b_R,,R,glutamate
145592,FS2,CX,FS2_C7_R,,R,acetylcholine
145847,ORN_VA2,olfactory,ORN_VA2_R,R,,acetylcholine
145879,vDeltaE,CX,vDeltaE_C0,,R,acetylcholine
145889,vDeltaC,CX,vDeltaC_C7,,L,acetylcholine
145920,FB6L,CX,FB6L_L,,L,unclear
146172,FS4A,CX,FS4A_C1_R,,R,acetylcholine
146190,FR2,CX,FR2_C1_L,,L,acetylcholine
146212,ORN_DC1,olfactory,ORN_DC1_L,L,,acetylcholine
146241,LHAV7a7,,LHAV7a7_L,,L,glutamate
146261,FS1A_b,CX,FS1A_b_C7_R,,R,acetylcholine
146273,CB3447,ALPN,CB3447_R,,R,gaba
146328,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
146366,FB5U,CX,FB5U_L,,L,glutamate
146404,vDeltaF,CX,vDeltaF_C2,,L,acetylcholine
146413,ORN_DC1,olfactory,ORN_DC1_R,R,,acetylcholine
146524,FS1A_c,CX,FS1A_c_C8_L,,L,acetylcholine
146547,ORN_VM7v,olfactory,ORN_VM7v_R,R,,acetylcholine
146588,LAL096,,LAL096(LAL097)_L,,L,glutamate
146635,ORN_DL5,olfactory,ORN_DL5_R,R,,acetylcholine
146667,FR2,CX,FR2_C8_R,,R,acetylcholine
146697,ORN_VC5,olfactory,ORN_VC5_R,R,,acetylcholine
146728,ORN_DL5,olfactory,ORN_DL5_R,R,,acetylcholine
146755,LHPV2e1_a,,LHPV2e1_a_L,,L,gaba
146931,LHPV4b3,,LHPV4b3_L,,L,glutamate
146935,LHPV5h4,,LHPV5h4_L,,L,acetylcholine
146988,PFNp_b,CX,PFNp_b,,R,acetylcholine
147030,LHPD3a4_b,,LHPD3a4_b_L,,L,glutamate
147036,PFNp_a,CX,PFNp_a,,R,acetylcholine
147123,ORN_DC1,olfactory,ORN_DC1_R,R,,acetylcholine
147142,PFNm_b,CX,PFNm_b_R4_C7,,R,acetylcholine
147151,vDeltaB,CX,vDeltaB_C6,,L,acetylcholine
147186,v2LN47,ALLN,v2LN47_L,,L,glutamate
147211,PFNp_a,CX,PFNp_a,,L,acetylcholine
147221,ORN_DC3,olfactory,ORN_DC3_R,R,,acetylcholine
147261,ORN_VL2a,olfactory,ORN_VL2a_R,R,,acetylcholine
147267,FS4C,CX,FS4C_C2_R,,R,acetylcholine
147285,SA1_b,CX,SA1_b_R,,R,glutamate
147334,vDeltaC,CX,vDeltaC_C4,,R,acetylcholine
147337,ORN_DL5,olfactory,ORN_DL5_R,R,,acetylcholine
147399,FC1C_b,CX,FC1C_C9_L,,L,acetylcholine
147486,LHPD3a4_c,,LHPD3a4_c_L,,L,glutamate
147530,LHPV5b3,,LHPV5b3_L,,L,acetylcholine
147541,vDeltaD,CX,vDeltaD_C7,,R,acetylcholine
147637,LHAV2b6,,LHAV2b6_L,,L,acetylcholine
147665,vDeltaF,CX,vDeltaF_C7,,R,acetylcholine
147744,vDeltaA_a,CX,vDeltaA_a(AB)_C9,,R,acetylcholine
147832,PFNa,CX,PFNa(PB03)_L7_C6,,L,acetylcholine
147909,PFNp_b,CX,PFNp_b,,L,acetylcholine
147925,FS1B_a,CX,FS1B_a_C6_R,,R,acetylcholine
147927,FB4Z_a,CX,FB4Z_a_R,,R,glutamate
147957,vDeltaF,CX,vDeltaF_C5,,L,acetylcholine
147959,v2LN34F,ALLN,v2LN34F_R,,R,acetylcholine
147977,ORN_DC3,olfactory,ORN_DC3_L,L,,acetylcholine
147992,LHPV5b6,,LHPV5b6_L,,L,acetylcholine
148054,vDeltaD,CX,vDeltaD_C5,,L,acetylcholine
148117,vDeltaM,CX,vDeltaM_C3,,L,acetylcholine
148152,LHAV6a4,,LHAV6a4_L,,L,acetylcholine
148220,FS1B_b,CX,FS1B_b_C2_L,,L,acetylcholine
148236,LHPV5g1_a,,LHPV5g1_a_R,,R,acetylcholine
148268,ORN_DC4,olfactory,ORN_DC4_R,R,,acetylcholine
148290,vDeltaJ,CX,vDeltaJ_C8,,R,acetylcholine
148291,FS4B,CX,FS4B_C2_L,,L,acetylcholine
148295,PFNp_e,CX,PFNp_e,,L,acetylcholine
148333,LHPV5g2,,LHPV5g2_L,,L,acetylcholine
148334,LHPV5a5,,LHPV5a5_L,,L,acetylcholine
148381,LAL089,,LAL089_R,,R,glutamate
148416,vDeltaB,CX,vDeltaB_C3,,L,acetylcholine
148445,ORN_VA2,olfactory,ORN_VA2_L,L,,acetylcholine
148473,PFNp_b,CX,PFNp_b,,L,acetylcholine
148484,LHPV2c1_a,,LHPV2c1_a_L,,L,gaba
148515,IbSpsP,CX,IbSpsP(PB17)_R8,,R,acetylcholine
148609,ORN_VA1d,olfactory,ORN_VA1d_R,R,,acetylcholine
148621,ORN_VC2,olfactory,ORN_VC2_R,R,,acetylcholine
148711,LAL090,,LAL090_L,,L,glutamate
148713,PFNp_c,CX,PFNp_c,,L,acetylcholine
148726,FB5R,CX,FB5R_R,,R,glutamate
148749,FB5S,CX,FB5S_L,,L,glutamate
148789,FB8E,CX,FB8E_L,,L,glutamate
148829,FS1A_b,CX,FS1A_b_C4_L,,L,acetylcholine
148830,FC2C,CX,FC2C_C5_R,,R,acetylcholine
148833,FS4C,CX,FS4C_C3_R,,R,acetylcholine
148891,LAL094,,LAL094_R,,R,glutamate
148905,vDeltaC,CX,vDeltaC_C5,,R,acetylcholine
148931,ORN_VL1,olfactory,ORN_VL1_L,L,,acetylcholine
149088,FS3_a,CX,FS3_a_C2_L,,L,acetylcholine
149089,ORN_DA4l,olfactory,ORN_DA4l_L,L,,acetylcholine
149131,ORN_DM4,olfactory,ORN_DM4_R,R,,acetylcholine
149145,ORN_VC5,olfactory,ORN_VC5_R,R,,acetylcholine
149160,FC1C_a,CX,FC1C_a_C7_L,,L,acetylcholine
149192,ORN_VC3,olfactory,ORN_VC3_R,R,,acetylcholine
149200,PFNp_b,CX,PFNp_b,,L,acetylcholine
149225,LHAD3f1_b,,LHAD3f1_b_R,,R,acetylcholine
149264,LHPV6f1,,LHPV6f1_L,,L,acetylcholine
149339,LHPD3a2_b,,LHPD3a2_b_R,,R,glutamate
149390,LAL035,,LAL035_R,,R,acetylcholine
149414,PFNm_a,CX,PFNm_a_R4_C7,,R,acetylcholine
149430,LHPV5d3,,LHPV5d3_L,,L,acetylcholine
149435,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
149469,vDeltaG,CX,vDeltaG_C3,,L,acetylcholine
149497,LHAD3a8,,LHAD3a8_L,,L,acetylcholine
149501,PFNm_b,CX,PFNm_b_R3_C8,,R,acetylcholine
149599,LHPV3a2,,LHPV3a2_L,,L,acetylcholine
149658,ORN_VC3,olfactory,ORN_VC3_R,R,,acetylcholine
149707,FB9A,CX,FB9A_R,,R,glutamate
149740,FC2B,CX,FC2B_C9_L,,L,acetylcholine
149817,vDeltaD,CX,vDeltaD_C5,,R,acetylcholine
149891,FB5W_b,CX,FB5W_b_L,,L,glutamate
149902,LHPD3a2_a,,LHPD3a2_a_R,,R,glutamate
149966,vDeltaI_b,CX,vDeltaI_b_C3,,L,acetylcholine
149976,LHPV5b3,,LHPV5b3_L,,L,acetylcholine
150106,LAL094,,LAL094_L,,L,glutamate
150112,PFNp_b,CX,PFNp_b,,L,acetylcholine
150150,LHPD2c6,,LHPD2c6_L,,L,glutamate
150200,LHPV5b6,,LHPV5b6_L,,L,acetylcholine
150217,ORN_VL2a,olfactory,ORN_VL2a_L,L,,acetylcholine
150335,LAL096,,LAL096(LAL097)_L,,L,glutamate
150364,PFNm_b,CX,PFNm_b_L5_C4,,L,acetylcholine
150382,PFNp_d,CX,PFNp_d,,L,acetylcholine
150450,PFNp_e,CX,PFNp_e,,R,acetylcholine
150566,LHAD1b4,,LHAD1b4_L,,L,acetylcholine
150625,ORN_DA1,olfactory,ORN_DA1_L,L,,acetylcholine
150676,PFNp_b,CX,PFNp_b,,R,acetylcholine
150864,LHAV7a4,,LHAV7a4_L,,L,glutamate
150878,vDeltaC,CX,vDeltaC_C8,,R,acetylcholine
150881,LHPV5g2,,LHPV5g2_R,,R,acetylcholine
150947,ORN_DM1,olfactory,ORN_DM1_R,R,,acetylcholine
150957,FB6J,CX,FB6J_L,,L,glutamate
151041,vDeltaI_b,CX,vDeltaI_b_C6,,L,acetylcholine
151050,FB4Z_b,CX,FB4Z_b_R,,R,glutamate
151069,vDeltaI_b,CX,vDeltaI_b_C1,,L,acetylcholine
151100,SA2_c,CX,SA2_c_cont_L,,L,glutamate
151217,LHAV2b8,,LHAV2b8_L,,L,acetylcholine
151257,LHPD4b1,,LHPD4b1_L,,L,glutamate
151329,LAL093,,LAL093_L,,L,glutamate
151341,vDeltaL,CX,vDeltaL_C0,,R,acetylcholine
151445,LHPV5b2,,LHPV5b2_R,,R,acetylcholine
151471,LAL094,,LAL094_R,,R,glutamate
151472,ORN_VA7l,olfactory,ORN_VA7l_L,L,,acetylcholine
151501,FB9A,CX,FB9A_R,,R,glutamate
151502,vDeltaC,CX,vDeltaC_C6,,L,acetylcholine
151536,vDeltaC,CX,vDeltaC_C7,,R,acetylcholine
151537,vDeltaM,CX,vDeltaM_C5,,L,acetylcholine
151544,LHPV5c1,,LHPV5c1_L,,L,acetylcholine
151618,FB9A,CX,FB9A_L,,L,glutamate
151629,LAL094,,LAL094_L,,L,glutamate
151641,PFNp_a,CX,PFNp_a,,R,acetylcholine
151739,FC2C,CX,FC2C_C2_R,,R,acetylcholine
151762,,ALLN,,,R,gaba
151777,vDeltaF,CX,vDeltaF_C1,,L,acetylcholine
151820,FC1C_a,CX,FC1C_a_C3_R,,R,acetylcholine
151898,LHPD4a1,,LHPD4a1_R,,R,glutamate
151904,vDeltaJ,CX,vDeltaJ_C3,,L,acetylcholine
151915,ORN_DC2,olfactory,ORN_DC2_L,L,,acetylcholine
151927,FS4C,CX,FS4C_C2_R,,R,acetylcholine
151943,LHPV5b2,,LHPV5b2_L,,L,acetylcholine
151973,CB2703,ALPN,CB2703_L,,L,gaba
151976,vDeltaA_b,CX,vDeltaA_b_C0,,L,acetylcholine
152120,FS2,CX,FS2_C1_R,,R,acetylcholine
152133,FS4C,CX,FS4C_C3_L,,L,acetylcholine
152141,LHPV5m1,,LHPV5m1_L,,L,acetylcholine
152259,vDeltaJ,CX,vDeltaJ_C6,,L,acetylcholine
152295,vDeltaA_a,CX,vDeltaA_a(AB)_C3,,R,acetylcholine
152338,vDeltaC,CX,vDeltaC_C5,,L,acetylcholine
152346,FC1E,CX,FC1E_C7_L,,L,acetylcholine
152383,LHAV7a3,,LHAV7a3_L,,L,glutamate
152540,LHPV6f1,,LHPV6f1_L,,L,acetylcholine
152556,M_vPNml84,ALPN,M_vPNml84_L,,L,gaba
152643,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
152644,LAL094,,LAL094_L,,L,glutamate
152648,LHPD2c6,,LHPD2c6_L,,L,glutamate
152649,PFNp_b,CX,PFNp_b,,L,acetylcholine
152651,ORN_VL2a,olfactory,ORN_VL2a_L,L,,acetylcholine
152672,FS1B_b,CX,FS1B_b_C7_L,,L,acetylcholine
152687,vDeltaI_a,CX,vDeltaI_a_C9,,R,acetylcholine
152699,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
152746,LAL089,,LAL089_R,,R,glutamate
152767,FS4B,CX,FS4B_C8_L,,L,acetylcholine
152776,vDeltaA_a,CX,vDeltaA_a(AB)_C4,,L,acetylcholine
152840,ORN_VL2a,olfactory,ORN_VL2a_R,R,,acetylcholine
152842,ORN_V,olfactory,ORN_V_R,R,,acetylcholine
152910,FB9A,CX,FB9A_R,,R,glutamate
152946,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
153046,ORN_DM1,olfactory,ORN_DM1_R,R,,acetylcholine
153054,LAL094,,LAL094_L,,L,glutamate
153106,LHPV5b3,,LHPV5b3_L,,L,acetylcholine
153318,PFNp_b,CX,PFNp_b,,L,acetylcholine
153344,vDeltaB,CX,vDeltaB_C5,,R,acetylcholine
153367,PFNp_b,CX,PFNp_b,,L,acetylcholine
153375,PFNm_b,CX,PFNm_b_L5_C4,,L,acetylcholine
153424,vDeltaA_a,CX,vDeltaA_a(AB)_C9,,R,acetylcholine
153440,FB9C,CX,FB9C_R,,R,glutamate
153441,FC2C,CX,FC2C_C5_L,,L,acetylcholine
153442,LHPV5c1_d,,LHPV5c1_d_R,,R,acetylcholine
153516,LHPD3a2_a,,LHPD3a2_a_L,,L,glutamate
153527,FS4A,CX,FS4A_C9_L,,L,acetylcholine
153543,PFNp_a,CX,PFNp_a,,L,acetylcholine
153554,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
153558,FC2C,CX,FC2C_C5_R,,R,acetylcholine
153574,LHPD3a4_b,,LHPD3a4_b_L,,L,glutamate
153577,LHPV5b3,,LHPV5b3_L,,L,acetylcholine
153662,LHAV7a5,,LHAV7a5_L,,L,glutamate
153706,ORN_VC5,olfactory,ORN_VC5_R,R,,acetylcholine
153770,LHPV4h1,,LHPV4h1_L,,L,glutamate
153849,ORN_VA2,olfactory,ORN_VA2_R,R,,acetylcholine
153904,ORN_VC5,olfactory,ORN_VC5_R,R,,acetylcholine
153927,FS1B_b,CX,FS1B_b_C6_R,,R,acetylcholine
153928,FB9C,CX,FB9C_L,,L,glutamate
153935,LHAV7a5,,LHAV7a5_L,,L,glutamate
153938,FS1A_c,CX,FS1A_c_C1_R,,R,acetylcholine
153948,ORN_DL1,olfactory,ORN_DL1_L,L,,acetylcholine
153979,ORN_DC4,olfactory,ORN_DC4_L,L,,acetylcholine
153999,FB5S,CX,FB5S_L,,L,glutamate
154082,LHAV5a2_a3,,LHAV5a2_a3_R,,R,acetylcholine
154212,FB5R,CX,FB5R_L,,L,glutamate
154239,PFNp_b,CX,PFNp_b,,R,acetylcholine
154260,ORN_DL5,olfactory,ORN_DL5_L,L,,acetylcholine
154293,vDeltaG,CX,vDeltaG_C8,,R,acetylcholine
154386,FB8A,CX,FB8A_L,,L,glutamate
154416,ORN_VA2,olfactory,ORN_VA2_L,L,,acetylcholine
154464,LHPD3a5,,LHPD3a5_L,,L,glutamate
154478,LAL087,,LAL087_R,,R,glutamate
154593,ORN_VC5,olfactory,ORN_VC5_R,R,,acetylcholine
154646,FS1A_b,CX,FS1A_b_C5_R,,R,acetylcholine
154649,LHAV4d5,,LHAV4d5_L,,L,gaba
154748,PFNp_a,CX,PFNp_a,,L,acetylcholine
154764,FB8F_b,CX,FB8F_b_R,,R,glutamate
154816,vDeltaK,CX,vDeltaK_C6,,R,acetylcholine
154820,LHPD3a5,,LHPD3a5_L,,L,glutamate
154825,FB9C,CX,FB9C_L,,L,glutamate
154846,LHAV6c1,,LHAV6c1_L,,L,glutamate
154902,LHPV5c1,,LHPV5c1_L,,L,acetylcholine
154955,PFNp_b,CX,PFNp_b,,R,acetylcholine
155002,ORN_DA4m,olfactory,ORN_DA4m_R,R,,acetylcholine
155059,ORN_DL2d,olfactory,ORN_DL2d_R,R,,acetylcholine
155069,ORN_VM5v,olfactory,ORN_VM5v_R,R,,acetylcholine
155162,LHAV6a7,,LHAV6a7_L,,L,acetylcholine
155166,ORN_VC5,olfactory,ORN_VC5_R,R,,acetylcholine
155188,FB4Z_a,CX,FB4Z_a_R,,R,glutamate
155194,FR2,CX,FR2_C5_L,,L,acetylcholine
155214,vDeltaA_b,CX,vDeltaA_b_C6,,L,acetylcholine
155227,ORN_V,olfactory,ORN_V_R,R,,acetylcholine
155228,ORN_VA1d,olfactory,ORN_VA1d_R,R,,acetylcholine
155238,PFNm_a,CX,PFNm_a_L4_C3,,L,acetylcholine
155275,FS2,CX,FS2_C8_R,,R,acetylcholine
155286,vDeltaL,CX,vDeltaL_C4,,L,acetylcholine
155294,M_adPNm7,ALPN,M_adPNm7_R,,R,acetylcholine
155307,PFNp_b,CX,PFNp_b,,R,acetylcholine
155385,PFNm_a,CX,PFNm_a_L6_C5,,L,acetylcholine
155395,LAL110,,LAL110_L,,L,acetylcholine
155433,ORN_VL1,olfactory,ORN_VL1_R,R,,acetylcholine
155531,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
155537,LHAV6c1,,LHAV6c1_L,,L,glutamate
155588,ORN_VM5v,olfactory,ORN_VM5v_R,R,,acetylcholine
155619,FS1A_b,CX,FS1A_b_C2_L,,L,acetylcholine
155659,v2LN46,ALLN,v2LN46_L,,L,glutamate
155663,LAL006,,LAL006_L,,L,acetylcholine
155668,vDeltaD,CX,vDeltaD_C6,,L,acetylcholine
155691,vDeltaC,CX,vDeltaC_C3,,L,acetylcholine
155872,FC1D,CX,FC1D_C3_L,,L,acetylcholine
155930,PFNp_b,CX,PFNp_b,,R,acetylcholine
155960,ORN_VC2,olfactory,ORN_VC2_L,L,,acetylcholine
156005,FS3_b,CX,FS3_b_C2_R,,R,acetylcholine
156045,FS4A,CX,FS4A_C5_R,,R,acetylcholine
156066,LHPV5b4,,LHPV5b4_L,,L,acetylcholine
156091,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
